"editid","class","annotators","totalannotators"
25261,"regular",7,7
25262,"regular",6,6
25263,"regular",5,7
25267,"regular",6,6
25268,"regular",6,6
25269,"regular",7,10
25270,"regular",6,6
25271,"regular",6,6
25272,"regular",6,6
25273,"regular",5,6
25274,"regular",5,6
25279,"regular",9,16
25280,"regular",6,6
25281,"regular",6,6
25282,"regular",6,6
25283,"regular",6,6
25284,"regular",7,9
25285,"regular",5,6
25286,"regular",5,6
25287,"regular",5,5
25288,"regular",5,5
25289,"regular",4,4
25290,"regular",4,4
25291,"regular",7,7
25292,"regular",6,6
25293,"regular",6,6
25294,"regular",6,6
25295,"regular",6,6
25296,"regular",6,6
25297,"regular",6,6
25298,"regular",6,6
25303,"regular",4,5
25304,"regular",5,5
25305,"regular",4,5
25306,"regular",4,5
25307,"regular",5,5
25308,"regular",8,11
25309,"regular",5,5
25310,"regular",5,5
25315,"regular",6,6
25316,"regular",6,6
25317,"regular",6,6
25318,"regular",5,6
25319,"regular",6,6
25320,"regular",6,6
25321,"regular",6,6
25322,"regular",7,7
25328,"regular",6,6
25329,"regular",5,6
25330,"regular",5,6
25331,"vandalism",6,6
25332,"regular",5,6
25333,"vandalism",8,9
25334,"regular",6,6
25339,"regular",6,6
25340,"regular",7,7
25341,"regular",6,6
25342,"regular",6,6
25343,"regular",6,6
25344,"regular",6,6
25345,"regular",6,6
25346,"regular",6,6
25347,"regular",4,4
25348,"regular",4,4
25350,"regular",4,4
25351,"regular",7,7
25352,"regular",5,6
25353,"regular",6,6
25354,"regular",6,6
25355,"regular",6,6
25357,"regular",6,6
25358,"regular",7,7
25359,"regular",6,6
25363,"regular",6,6
25364,"regular",6,6
25366,"regular",6,6
25367,"regular",7,7
25368,"regular",6,6
25370,"regular",6,8
25375,"regular",6,6
25376,"vandalism",10,13
25377,"regular",5,6
25378,"regular",6,6
25379,"regular",6,6
25380,"regular",6,6
25381,"regular",6,6
25382,"regular",6,6
25387,"regular",6,6
25388,"regular",7,9
25389,"regular",5,6
25390,"regular",6,6
25391,"regular",6,6
25392,"regular",5,6
25393,"regular",5,6
25394,"regular",6,6
25399,"regular",12,18
25400,"regular",6,6
25401,"regular",6,6
25402,"regular",6,6
25403,"regular",6,6
25404,"regular",5,6
25405,"regular",6,6
25406,"regular",6,6
25407,"regular",4,4
25408,"regular",4,4
25411,"regular",6,6
25412,"regular",6,7
25413,"regular",7,7
25414,"regular",6,7
25415,"regular",5,6
25416,"regular",6,6
25417,"regular",6,6
25418,"regular",5,6
25423,"regular",6,6
25424,"regular",6,6
25425,"regular",5,6
25426,"regular",5,6
25427,"vandalism",6,6
25428,"regular",6,6
25429,"regular",7,9
25430,"regular",6,6
25431,"regular",4,4
25435,"regular",6,6
25437,"regular",6,6
25438,"regular",6,6
25439,"regular",6,7
25440,"regular",6,6
25441,"regular",6,6
25442,"regular",6,6
25447,"regular",6,6
25448,"regular",6,6
25449,"regular",5,6
25450,"regular",7,9
25451,"regular",6,6
25452,"regular",6,6
25453,"regular",6,6
25454,"vandalism",8,9
25455,"vandalism",8,10
25456,"vandalism",6,7
25457,"vandalism",10,14
25458,"regular",4,4
25459,"regular",6,6
25460,"regular",6,6
25461,"regular",6,6
25462,"vandalism",5,6
25463,"regular",6,6
25464,"regular",6,6
25465,"regular",6,6
25466,"vandalism",8,9
25471,"regular",6,6
25473,"vandalism",7,9
25474,"regular",6,6
25475,"regular",6,6
25476,"regular",5,6
25477,"regular",5,6
25478,"regular",5,6
25483,"regular",6,6
25484,"regular",6,6
25485,"regular",6,6
25486,"regular",6,6
25487,"regular",6,6
25488,"regular",6,6
25489,"regular",6,6
25490,"regular",6,6
25495,"regular",11,21
25496,"regular",7,7
25497,"regular",7,7
25498,"regular",9,10
25499,"regular",6,7
25500,"regular",7,7
25501,"regular",7,7
25502,"regular",7,7
25507,"regular",6,6
25508,"vandalism",6,6
25509,"regular",5,6
25510,"regular",7,7
25511,"regular",5,6
25512,"regular",6,6
25513,"regular",6,6
25514,"regular",6,6
25519,"regular",5,6
25521,"regular",6,6
25522,"regular",5,6
25523,"regular",5,6
25524,"regular",5,6
25525,"regular",6,6
25526,"regular",6,6
25531,"regular",6,6
25532,"regular",6,6
25533,"regular",6,6
25534,"regular",5,6
25535,"regular",5,6
25536,"vandalism",5,6
25537,"regular",6,6
25538,"regular",6,6
25539,"regular",4,4
25540,"regular",4,4
25541,"regular",3,4
25542,"regular",4,4
25543,"regular",7,9
25544,"regular",6,6
25545,"regular",5,6
25546,"regular",5,6
25548,"regular",6,6
25549,"regular",6,6
25550,"regular",6,6
25551,"regular",4,4
25552,"regular",4,4
25555,"regular",5,6
25556,"regular",6,6
25557,"regular",7,7
25558,"regular",6,6
25559,"regular",6,6
25560,"regular",6,7
25561,"regular",5,6
25562,"regular",5,6
25567,"regular",5,5
25568,"regular",5,5
25569,"regular",8,11
25570,"regular",14,20
25571,"regular",5,5
25572,"regular",5,5
25573,"regular",5,5
25574,"regular",5,5
25579,"regular",6,6
25580,"regular",6,8
25581,"regular",5,6
25582,"regular",5,6
25583,"regular",6,6
25584,"regular",6,6
25585,"regular",6,6
25586,"regular",6,6
25591,"regular",6,6
25592,"regular",5,6
25593,"vandalism",5,6
25594,"regular",6,6
25595,"regular",6,6
25596,"regular",6,6
25597,"regular",6,6
25598,"regular",6,6
25599,"regular",4,4
25600,"regular",4,4
25601,"regular",3,4
25602,"regular",4,4
25603,"regular",7,7
25604,"regular",8,8
25605,"regular",7,7
25606,"regular",7,7
25607,"regular",6,7
25608,"regular",6,7
25609,"regular",7,7
25610,"regular",7,7
25615,"regular",7,7
25616,"regular",9,10
25618,"regular",7,7
25619,"regular",7,8
25620,"regular",7,7
25621,"regular",7,7
25622,"regular",9,13
25627,"regular",7,7
25628,"vandalism",6,7
25629,"regular",7,7
25630,"regular",7,7
25631,"regular",7,7
25632,"regular",7,7
25633,"regular",7,7
25634,"regular",8,8
25635,"regular",3,4
25639,"regular",6,6
25640,"regular",6,6
25641,"regular",6,6
25642,"regular",7,7
25643,"regular",6,6
25644,"regular",6,6
25645,"regular",7,7
25646,"vandalism",5,5
25647,"regular",4,4
25651,"regular",5,5
25652,"regular",5,5
25653,"regular",5,5
25654,"regular",5,5
25655,"regular",5,5
25656,"regular",5,5
25657,"regular",4,5
25658,"regular",5,5
25663,"regular",5,6
25664,"regular",6,6
25666,"regular",6,6
25667,"regular",6,6
25668,"regular",5,6
25669,"regular",5,6
25670,"regular",6,6
25675,"regular",6,6
25676,"regular",6,6
25677,"regular",6,6
25679,"vandalism",6,6
25680,"regular",5,6
25681,"regular",6,6
25682,"regular",6,6
25687,"regular",4,5
25688,"regular",5,6
25689,"regular",6,6
25690,"regular",4,5
25691,"regular",9,15
25692,"regular",5,5
25693,"regular",6,8
25694,"regular",5,5
25699,"regular",6,6
25700,"regular",6,6
25701,"regular",7,9
25702,"regular",6,6
25703,"regular",6,6
25704,"vandalism",6,6
25705,"regular",6,6
25706,"regular",6,6
25711,"regular",6,6
25712,"regular",6,6
25713,"regular",5,6
25714,"regular",7,7
25715,"vandalism",6,6
25716,"vandalism",6,6
25717,"regular",6,6
25718,"regular",7,9
25719,"regular",4,4
25723,"regular",5,6
25724,"regular",5,6
25725,"regular",6,6
25726,"regular",7,9
25727,"regular",6,6
25728,"regular",5,6
25729,"regular",6,6
25730,"regular",6,6
25731,"regular",5,5
25732,"regular",4,4
25735,"vandalism",7,9
25736,"regular",6,6
25737,"regular",6,6
25738,"regular",5,5
25739,"vandalism",10,18
25740,"regular",5,6
25741,"regular",6,7
25747,"regular",6,6
25748,"regular",6,6
25749,"regular",5,6
25750,"regular",6,7
25751,"regular",5,7
25752,"regular",6,6
25753,"regular",6,6
25754,"regular",6,6
25755,"regular",4,4
25759,"regular",6,6
25760,"regular",6,6
25761,"regular",8,8
25762,"regular",6,6
25763,"regular",6,6
25764,"regular",6,6
25765,"regular",7,7
25766,"regular",6,6
25771,"regular",7,7
25772,"regular",8,8
25773,"regular",7,7
25774,"regular",7,7
25775,"regular",7,7
25776,"regular",7,7
25777,"regular",7,7
25778,"regular",9,10
25779,"regular",5,5
25783,"regular",6,6
25784,"regular",6,6
25785,"regular",5,6
25786,"regular",6,6
25787,"regular",6,6
25788,"regular",6,6
25789,"regular",6,6
25790,"regular",6,6
25795,"regular",5,6
25796,"regular",6,6
25797,"regular",5,6
25798,"regular",7,7
25799,"regular",7,7
25800,"regular",6,6
25801,"regular",6,6
25802,"regular",5,5
25803,"regular",6,6
25804,"regular",4,4
25805,"regular",4,5
25806,"regular",4,4
25807,"regular",6,6
25808,"regular",6,6
25809,"regular",6,6
25810,"regular",6,6
25811,"regular",6,6
25812,"regular",6,6
25813,"regular",6,6
25814,"regular",6,6
25819,"regular",5,6
25820,"regular",7,7
25821,"regular",6,6
25822,"regular",6,6
25823,"regular",6,6
25824,"regular",6,6
25825,"regular",6,6
25826,"regular",6,6
25831,"regular",7,9
25832,"regular",6,6
25833,"regular",7,7
25834,"regular",8,8
25835,"regular",5,6
25836,"regular",5,6
25837,"regular",5,6
25838,"regular",6,6
25843,"regular",6,6
25844,"regular",6,6
25845,"regular",10,19
25846,"regular",6,6
25847,"regular",5,6
25848,"regular",6,6
25849,"regular",6,6
25850,"regular",6,6
25851,"regular",7,8
25855,"regular",6,6
25856,"regular",6,6
25857,"regular",6,6
25858,"regular",6,6
25859,"regular",6,6
25860,"regular",6,6
25861,"regular",7,7
25862,"vandalism",8,15
25863,"regular",4,4
25867,"regular",8,8
25868,"regular",7,7
25869,"regular",7,7
25870,"regular",6,7
25871,"regular",7,7
25872,"regular",7,10
25873,"regular",7,7
25874,"regular",6,7
25875,"regular",4,4
25879,"regular",6,6
25880,"regular",5,6
25881,"regular",6,6
25882,"regular",6,8
25883,"regular",6,6
25884,"regular",6,6
25885,"regular",6,6
25886,"regular",5,6
25891,"regular",6,6
25892,"regular",6,6
25893,"regular",5,6
25894,"regular",7,7
25895,"regular",6,6
25896,"regular",6,6
25897,"regular",6,6
25898,"regular",6,6
25903,"regular",6,6
25904,"regular",6,6
25905,"regular",6,6
25906,"regular",6,6
25907,"regular",6,6
25908,"regular",5,6
25909,"regular",6,6
25910,"regular",6,6
25915,"regular",9,12
25916,"regular",6,6
25917,"regular",6,6
25918,"regular",6,6
25919,"regular",7,7
25920,"regular",5,5
25921,"regular",6,6
25922,"regular",6,6
25927,"regular",6,6
25928,"regular",6,6
25929,"regular",6,6
25930,"regular",5,6
25931,"regular",6,6
25932,"regular",5,6
25933,"regular",6,6
25934,"regular",6,6
25939,"regular",6,6
25940,"vandalism",5,6
25941,"regular",5,6
25942,"vandalism",6,6
25943,"regular",6,6
25944,"regular",6,6
25945,"regular",7,9
25946,"regular",6,6
25951,"regular",7,7
25952,"regular",7,7
25953,"regular",7,7
25954,"regular",7,7
25955,"vandalism",7,7
25956,"regular",7,7
25957,"regular",7,7
25958,"regular",7,7
25963,"regular",6,6
25964,"regular",7,7
25965,"regular",6,6
25966,"regular",6,6
25967,"regular",6,6
25968,"regular",6,6
25969,"regular",6,6
25970,"regular",6,6
25975,"regular",6,6
25976,"regular",6,6
25977,"regular",6,6
25978,"regular",6,6
25979,"regular",6,6
25980,"regular",6,6
25981,"regular",6,6
25982,"vandalism",12,18
25987,"regular",5,5
25988,"regular",5,5
25989,"regular",4,5
25990,"regular",5,5
25991,"regular",4,5
25992,"regular",5,5
25993,"regular",5,5
25994,"regular",5,5
25999,"regular",6,7
26000,"regular",8,8
26001,"regular",7,7
26002,"regular",7,7
26003,"regular",7,7
26004,"regular",7,7
26005,"regular",9,9
26006,"regular",7,7
26007,"regular",4,4
26011,"vandalism",6,8
26012,"regular",5,5
26013,"regular",5,5
26014,"regular",5,5
26015,"regular",5,5
26016,"regular",4,5
26017,"regular",5,5
26018,"regular",6,6
26023,"vandalism",11,15
26024,"regular",6,6
26026,"regular",6,6
26027,"regular",6,6
26028,"vandalism",6,7
26029,"regular",6,6
26030,"regular",5,6
26035,"regular",6,6
26036,"regular",6,6
26037,"regular",6,6
26038,"regular",6,6
26039,"regular",6,6
26040,"vandalism",5,6
26041,"regular",6,6
26042,"regular",6,6
26047,"regular",6,6
26048,"regular",6,6
26049,"regular",6,6
26050,"regular",6,6
26051,"regular",6,6
26052,"regular",6,6
26053,"regular",6,6
26054,"regular",6,6
26055,"regular",5,5
26059,"regular",7,7
26060,"regular",7,7
26061,"regular",7,7
26062,"regular",7,7
26063,"regular",7,7
26064,"vandalism",7,7
26065,"regular",7,7
26066,"regular",7,7
26067,"regular",4,4
26071,"regular",5,5
26072,"regular",5,5
26073,"regular",5,5
26074,"vandalism",10,17
26075,"regular",4,4
26076,"regular",5,5
26077,"regular",6,6
26078,"regular",5,5
26083,"regular",5,5
26084,"regular",5,5
26085,"regular",5,5
26086,"regular",5,5
26087,"regular",5,5
26088,"regular",5,5
26089,"regular",5,5
26095,"regular",6,6
26096,"regular",7,9
26097,"regular",6,6
26098,"regular",6,6
26099,"regular",5,6
26100,"regular",5,6
26101,"regular",5,6
26102,"regular",6,6
26103,"regular",5,5
26104,"regular",5,5
26105,"vandalism",5,6
26106,"regular",5,5
26107,"regular",6,6
26108,"regular",5,6
26109,"regular",6,6
26110,"regular",6,6
26111,"regular",6,6
26112,"regular",6,6
26113,"regular",6,6
26114,"regular",6,6
26115,"regular",10,18
26116,"regular",4,4
26117,"regular",4,4
26118,"regular",4,4
26119,"regular",5,5
26121,"regular",5,5
26122,"regular",5,5
26123,"regular",6,6
26124,"vandalism",8,8
26125,"regular",4,5
26126,"regular",5,5
26131,"regular",7,7
26132,"regular",6,6
26133,"regular",6,6
26134,"regular",6,6
26135,"regular",6,6
26136,"regular",6,6
26137,"regular",6,6
26138,"regular",5,6
26143,"regular",5,5
26144,"regular",5,5
26145,"regular",5,5
26146,"vandalism",8,8
26147,"regular",5,5
26148,"regular",4,5
26149,"regular",5,5
26150,"regular",4,5
26155,"regular",6,6
26156,"regular",6,6
26157,"regular",6,6
26158,"regular",6,6
26159,"regular",5,6
26160,"regular",6,6
26162,"regular",6,6
26167,"regular",6,6
26168,"regular",6,6
26169,"regular",6,6
26170,"regular",7,8
26171,"regular",6,6
26172,"regular",6,6
26173,"regular",5,6
26174,"vandalism",6,6
26175,"regular",4,4
26176,"regular",4,4
26177,"regular",4,4
26178,"regular",4,7
26179,"regular",8,10
26180,"regular",8,10
26181,"regular",8,10
26182,"regular",7,10
26183,"regular",7,7
26184,"regular",7,7
26185,"regular",7,7
26186,"regular",7,7
26191,"regular",6,6
26192,"regular",5,6
26193,"regular",6,6
26194,"regular",6,6
26195,"vandalism",7,10
26196,"regular",6,6
26197,"vandalism",5,6
26198,"regular",7,9
26199,"regular",4,4
26200,"regular",4,4
26203,"regular",6,6
26204,"regular",10,14
26205,"regular",6,6
26206,"regular",6,6
26207,"regular",6,6
26208,"regular",6,6
26209,"regular",6,6
26210,"regular",6,6
26215,"regular",6,6
26216,"regular",6,6
26217,"regular",6,6
26218,"regular",6,6
26219,"regular",6,6
26220,"regular",6,6
26221,"regular",6,6
26222,"regular",6,6
26223,"regular",4,4
26224,"regular",4,4
26227,"regular",5,6
26228,"regular",6,6
26229,"vandalism",8,10
26230,"regular",6,6
26231,"regular",6,6
26232,"regular",6,6
26233,"regular",5,6
26234,"regular",6,6
26239,"regular",8,10
26240,"regular",8,8
26241,"regular",7,7
26242,"regular",7,7
26243,"regular",7,7
26244,"regular",7,7
26245,"regular",7,7
26246,"regular",9,9
26247,"regular",4,5
26248,"regular",6,6
26249,"regular",4,5
26250,"regular",5,5
26251,"vandalism",9,13
26252,"regular",11,14
26253,"regular",7,7
26254,"regular",7,7
26255,"regular",7,7
26256,"regular",7,7
26257,"regular",9,9
26258,"regular",7,7
26259,"regular",5,5
26263,"regular",5,6
26264,"regular",6,6
26265,"regular",6,6
26266,"regular",5,7
26267,"regular",7,7
26268,"regular",6,6
26269,"vandalism",8,9
26270,"regular",6,6
26275,"regular",5,6
26276,"regular",6,6
26277,"regular",6,6
26278,"regular",6,6
26279,"regular",5,6
26280,"regular",5,6
26282,"regular",6,6
26287,"regular",6,6
26288,"regular",5,6
26289,"regular",6,6
26290,"regular",6,6
26291,"regular",6,6
26292,"regular",6,6
26293,"regular",6,6
26294,"regular",5,5
26295,"regular",7,8
26299,"regular",6,6
26300,"regular",7,7
26301,"regular",6,6
26302,"regular",6,6
26303,"regular",6,6
26305,"regular",6,6
26306,"regular",6,6
26307,"regular",5,5
26311,"regular",7,8
26312,"regular",5,7
26313,"regular",7,7
26314,"regular",7,7
26315,"regular",7,7
26316,"regular",6,7
26317,"regular",7,7
26319,"regular",4,4
26323,"regular",6,6
26324,"vandalism",6,6
26325,"regular",6,6
26326,"regular",6,6
26327,"regular",6,6
26328,"regular",6,6
26329,"regular",6,6
26330,"regular",6,6
26335,"regular",6,6
26336,"regular",6,6
26337,"regular",10,19
26338,"regular",6,6
26339,"regular",5,6
26340,"regular",6,6
26341,"regular",7,7
26342,"regular",6,6
26343,"regular",3,4
26344,"regular",6,7
26345,"regular",11,17
26347,"regular",6,6
26348,"regular",6,6
26349,"regular",6,6
26350,"regular",7,7
26351,"regular",6,6
26352,"regular",6,6
26353,"regular",6,6
26354,"regular",6,6
26360,"regular",6,6
26361,"regular",9,12
26362,"vandalism",6,6
26363,"regular",6,6
26364,"regular",5,6
26365,"regular",6,6
26371,"regular",7,7
26372,"regular",7,7
26373,"regular",5,7
26374,"regular",7,7
26375,"regular",7,7
26376,"regular",7,7
26377,"regular",11,16
26378,"regular",9,13
26383,"regular",5,5
26384,"regular",10,12
26385,"regular",5,5
26386,"regular",5,5
26387,"regular",5,5
26388,"regular",10,12
26389,"regular",5,5
26390,"regular",5,5
26395,"regular",6,6
26396,"regular",6,6
26397,"regular",6,6
26399,"regular",6,6
26400,"regular",6,6
26401,"regular",6,6
26402,"regular",6,6
26403,"regular",4,4
26404,"vandalism",5,7
26405,"regular",4,4
26406,"regular",4,4
26407,"regular",5,6
26408,"regular",6,6
26409,"regular",6,6
26410,"regular",6,6
26412,"vandalism",6,6
26414,"regular",5,6
26419,"vandalism",9,9
26420,"regular",5,5
26421,"regular",5,5
26422,"regular",4,5
26423,"regular",5,5
26424,"regular",4,5
26425,"regular",5,5
26426,"regular",5,5
26431,"regular",6,6
26432,"regular",6,6
26433,"regular",6,7
26434,"regular",6,6
26435,"regular",7,9
26436,"regular",5,6
26437,"regular",6,6
26438,"regular",6,6
26439,"regular",4,4
26443,"regular",4,4
26444,"regular",4,4
26445,"regular",4,4
26446,"regular",8,14
26447,"vandalism",7,7
26448,"regular",3,4
26449,"regular",7,8
26450,"regular",3,4
26455,"regular",6,6
26456,"regular",6,6
26457,"regular",6,6
26458,"regular",7,7
26459,"regular",6,6
26460,"regular",5,6
26461,"regular",6,6
26462,"regular",6,6
26463,"regular",5,5
26467,"regular",5,6
26468,"regular",6,6
26469,"regular",6,6
26470,"regular",6,6
26471,"regular",6,6
26472,"regular",6,6
26473,"regular",6,6
26474,"regular",6,6
26480,"regular",6,6
26481,"regular",6,6
26482,"regular",6,6
26483,"regular",6,6
26484,"vandalism",6,6
26485,"regular",6,6
26486,"regular",6,6
26491,"regular",6,6
26492,"regular",5,6
26494,"regular",6,6
26495,"regular",6,6
26496,"regular",6,6
26497,"regular",6,6
26498,"regular",6,6
26503,"regular",6,6
26504,"regular",6,6
26505,"regular",6,6
26506,"regular",6,6
26507,"regular",6,6
26508,"regular",6,6
26509,"regular",6,6
26510,"regular",5,6
26511,"regular",4,4
26512,"regular",4,4
26513,"regular",4,4
26514,"vandalism",6,8
26515,"regular",5,6
26516,"regular",6,6
26517,"regular",7,7
26518,"regular",6,6
26519,"regular",6,6
26520,"regular",6,6
26521,"vandalism",8,9
26522,"regular",5,6
26523,"regular",3,4
26527,"regular",5,5
26528,"regular",4,5
26529,"regular",5,5
26530,"regular",4,5
26531,"vandalism",9,17
26532,"regular",5,5
26533,"regular",6,6
26534,"regular",5,5
26535,"regular",4,4
26539,"regular",7,7
26540,"regular",7,7
26541,"regular",7,7
26542,"regular",7,7
26543,"regular",10,11
26544,"regular",7,7
26545,"regular",7,7
26546,"regular",7,7
26551,"regular",6,6
26552,"regular",6,6
26553,"regular",6,6
26554,"regular",6,6
26556,"regular",5,6
26557,"regular",6,6
26558,"regular",6,6
26559,"regular",4,4
26563,"regular",6,6
26564,"regular",6,6
26565,"regular",5,6
26566,"vandalism",11,18
26567,"regular",6,6
26568,"regular",10,17
26569,"regular",9,12
26570,"regular",6,6
26571,"regular",4,4
26572,"regular",4,4
26573,"regular",4,4
26574,"regular",4,4
26575,"regular",6,6
26576,"regular",6,6
26577,"regular",5,6
26578,"regular",7,9
26579,"regular",5,6
26580,"regular",11,18
26581,"regular",5,6
26582,"regular",6,6
26583,"regular",3,4
26587,"regular",5,5
26588,"regular",4,5
26589,"regular",6,6
26590,"regular",5,5
26591,"regular",5,5
26592,"regular",5,5
26593,"regular",5,5
26594,"regular",4,4
26599,"regular",6,6
26600,"regular",6,6
26601,"regular",7,9
26602,"regular",6,6
26603,"regular",5,6
26604,"regular",5,6
26605,"regular",4,5
26606,"regular",6,6
26611,"vandalism",8,8
26612,"regular",5,5
26613,"regular",5,5
26614,"regular",5,5
26615,"regular",5,5
26616,"vandalism",8,8
26617,"regular",5,5
26618,"regular",6,6
26623,"regular",5,6
26624,"regular",6,6
26625,"vandalism",6,6
26626,"regular",6,6
26627,"regular",6,6
26628,"regular",6,6
26629,"vandalism",9,18
26630,"regular",6,6
26631,"regular",4,4
26635,"regular",13,22
26636,"regular",12,20
26637,"regular",9,19
26638,"regular",10,13
26639,"vandalism",9,16
26640,"regular",7,7
26641,"regular",8,8
26642,"vandalism",7,7
26647,"regular",6,6
26648,"regular",6,6
26650,"regular",6,6
26651,"regular",5,6
26652,"vandalism",6,6
26653,"regular",6,6
26654,"regular",6,6
26655,"regular",4,4
26659,"regular",6,6
26660,"regular",7,7
26661,"regular",6,6
26662,"regular",6,6
26663,"regular",5,6
26664,"regular",6,6
26665,"regular",6,6
26671,"regular",5,6
26672,"regular",5,6
26673,"regular",6,7
26674,"regular",5,6
26675,"regular",5,6
26676,"regular",5,6
26677,"regular",6,6
26678,"regular",6,6
26683,"regular",6,6
26684,"regular",6,6
26685,"regular",7,9
26686,"regular",6,6
26687,"regular",6,6
26688,"regular",5,6
26689,"regular",6,6
26690,"vandalism",6,6
26691,"regular",4,4
26692,"regular",4,4
26693,"regular",4,4
26694,"regular",4,4
26696,"regular",5,6
26697,"regular",5,6
26698,"regular",6,6
26699,"regular",10,17
26700,"regular",6,6
26701,"regular",5,6
26702,"regular",6,6
26708,"regular",5,6
26709,"regular",6,6
26710,"regular",6,6
26711,"regular",6,6
26712,"vandalism",6,6
26713,"regular",6,6
26714,"regular",6,6
26719,"regular",6,6
26720,"regular",6,6
26721,"regular",6,6
26722,"regular",6,6
26723,"regular",6,6
26724,"regular",6,6
26725,"regular",6,6
26726,"regular",6,6
26727,"regular",4,4
26728,"vandalism",7,7
26729,"regular",4,4
26730,"regular",4,4
26731,"vandalism",7,7
26732,"regular",7,7
26733,"regular",8,8
26734,"regular",7,7
26735,"regular",8,8
26736,"regular",7,7
26737,"regular",7,7
26738,"regular",7,7
26743,"vandalism",7,7
26744,"regular",6,7
26745,"regular",7,7
26746,"vandalism",7,7
26747,"regular",7,7
26748,"regular",7,7
26750,"regular",7,10
26751,"regular",4,4
26752,"regular",4,4
26753,"regular",4,4
26755,"regular",6,6
26756,"regular",6,6
26757,"vandalism",6,6
26758,"regular",7,9
26759,"vandalism",7,9
26760,"regular",5,6
26761,"regular",7,9
26762,"vandalism",8,9
26767,"vandalism",5,6
26768,"regular",6,6
26769,"regular",6,7
26770,"regular",5,6
26771,"regular",6,6
26772,"regular",6,6
26773,"regular",6,6
26774,"regular",6,6
26779,"regular",7,7
26780,"regular",7,7
26781,"regular",7,8
26782,"regular",7,7
26783,"regular",7,7
26784,"regular",7,7
26785,"regular",7,7
26786,"vandalism",7,7
26787,"regular",5,5
26791,"vandalism",6,6
26792,"regular",6,6
26793,"regular",5,6
26794,"regular",6,6
26795,"regular",5,6
26796,"regular",6,6
26797,"regular",5,6
26798,"regular",6,8
26803,"regular",5,5
26804,"regular",5,5
26805,"regular",5,5
26806,"regular",4,5
26807,"regular",4,5
26808,"regular",5,5
26809,"regular",5,5
26810,"regular",4,5
26811,"regular",5,5
26812,"regular",4,4
26813,"regular",4,4
26814,"vandalism",7,7
26815,"regular",6,6
26816,"regular",7,7
26817,"regular",6,6
26818,"regular",6,6
26819,"vandalism",6,6
26820,"regular",7,9
26821,"regular",6,6
26822,"regular",6,6
26823,"regular",4,4
26827,"regular",6,6
26828,"regular",6,6
26829,"regular",6,6
26830,"regular",6,6
26831,"regular",6,6
26832,"regular",5,6
26833,"regular",6,6
26834,"regular",6,6
26839,"regular",5,5
26840,"regular",5,5
26841,"regular",5,5
26842,"regular",5,5
26843,"regular",4,5
26844,"regular",5,5
26845,"regular",5,5
26846,"regular",5,5
26851,"regular",6,6
26852,"regular",6,6
26853,"vandalism",6,6
26854,"regular",5,6
26855,"regular",6,6
26856,"regular",6,6
26857,"regular",6,6
26858,"regular",6,6
26863,"regular",6,6
26864,"regular",6,6
26865,"regular",6,6
26866,"regular",6,6
26867,"regular",6,6
26868,"regular",6,6
26869,"regular",5,6
26870,"regular",5,6
26875,"regular",7,7
26876,"regular",7,7
26877,"regular",9,10
26878,"regular",11,20
26879,"regular",7,7
26880,"regular",6,7
26881,"regular",6,7
26882,"regular",7,7
26887,"regular",6,6
26888,"regular",6,6
26889,"regular",6,6
26890,"regular",6,6
26891,"regular",6,6
26892,"regular",6,6
26893,"regular",6,6
26894,"regular",5,6
26895,"regular",4,4
26899,"regular",6,6
26900,"regular",6,6
26901,"regular",6,6
26902,"regular",6,6
26903,"regular",5,6
26904,"regular",6,6
26905,"regular",5,6
26906,"regular",6,6
26911,"regular",7,7
26912,"regular",7,7
26913,"vandalism",7,7
26914,"regular",9,10
26915,"regular",9,10
26916,"regular",7,7
26917,"regular",8,8
26918,"regular",9,10
26923,"regular",6,6
26924,"regular",6,6
26925,"vandalism",8,9
26927,"regular",6,6
26928,"regular",6,6
26929,"regular",6,6
26930,"regular",6,6
26935,"regular",7,7
26936,"regular",7,7
26937,"regular",7,7
26938,"vandalism",7,7
26939,"regular",7,7
26940,"vandalism",7,7
26941,"regular",7,7
26942,"regular",7,7
26943,"regular",4,4
26948,"vandalism",10,17
26949,"regular",7,9
26950,"regular",6,6
26951,"regular",5,6
26952,"regular",6,6
26953,"vandalism",6,6
26954,"regular",6,6
26959,"regular",4,4
26960,"regular",4,4
26961,"regular",4,4
26962,"vandalism",7,7
26963,"regular",6,7
26964,"regular",4,4
26965,"regular",3,3
26966,"regular",4,4
26971,"regular",5,6
26972,"regular",6,6
26973,"regular",6,6
26974,"regular",6,6
26975,"regular",6,6
26976,"regular",7,7
26977,"regular",6,6
26978,"regular",6,6
26983,"regular",5,6
26984,"regular",6,6
26985,"regular",6,6
26986,"vandalism",6,6
26987,"regular",6,6
26988,"regular",6,6
26989,"regular",7,7
26990,"regular",6,6
26995,"regular",5,6
26996,"regular",6,6
26997,"regular",5,6
26998,"regular",5,6
26999,"regular",6,6
27000,"regular",6,6
27001,"regular",6,7
27002,"regular",5,6
27003,"regular",4,4
27007,"regular",5,5
27008,"regular",6,8
27009,"regular",5,5
27010,"regular",5,5
27011,"vandalism",6,8
27012,"vandalism",11,20
27013,"regular",5,5
27014,"regular",5,5
27015,"regular",5,7
27019,"regular",6,6
27020,"vandalism",5,6
27021,"regular",6,6
27022,"vandalism",11,15
27023,"regular",6,6
27024,"regular",6,6
27025,"regular",6,6
27026,"regular",6,6
